,filename,bound,compressor,ssim,psnr,cBW,dBW,CR,normalize_time,diff_time,comp_time,encoding_time,de_comp_time,total_time,diff,thread,uncompressed_size_bytes,compressed_size_bytes,decompressed_size_bytes
880,imgs/*.png,0.0024787521766663585,zfp,0.0010330608266489213,81.51482216009803,42.081430999006756,51.97102053039732,0.45859945962705406,0.00045037269592285156,4.76837158203125e-07,0.019231796264648438,0.019683361053466797,0.01593780517578125,0.03562188148498535,base,1,3905280,1806160,3905280
881,imgs/*.png,0.0024787521766663585,zfp,0.0009572729036235868,81.48592980283408,43.18657351106775,52.54378192156456,0.461215222844756,0.0004444122314453125,4.76837158203125e-07,0.0191037654876709,0.019549131393432617,0.0160677433013916,0.03561758995056152,base,1,3905280,1830512,3905280
882,imgs/*.png,0.0024787521766663585,zfp,0.0008545134745365076,81.43969617107415,44.02450879553966,53.723444729714544,0.4640115307128467,0.0005359649658203125,4.76837158203125e-07,0.019133567810058594,0.019670724868774414,0.01611948013305664,0.03579092025756836,base,1,3905280,1866320,3905280
883,imgs/*.png,0.0024787521766663585,zfp,0.0013003763672297611,81.44942459206368,43.01106931816354,52.17062224491726,0.4553190890957159,0.0005536079406738281,4.76837158203125e-07,0.019017696380615234,0.01957249641418457,0.01613616943359375,0.035709381103515625,base,1,3905280,1848888,3905280
884,imgs/*.png,0.0024787521766663585,zfp,0.0015416281687573757,81.43792344274623,42.846993212053164,52.34150464883562,0.4540167974970818,0.0004296302795410156,4.76837158203125e-07,0.019104719161987305,0.019535303115844727,0.015991687774658203,0.03552746772766113,base,1,3905280,1843608,3905280
885,imgs/*.png,0.0024787521766663585,zfp,0.0019231621340038772,81.51139227869365,39.420483407496235,48.093295780246024,0.43513639989485037,0.0004825592041015625,9.5367431640625e-07,0.018999814987182617,0.01948380470275879,0.015970230102539062,0.035454511642456055,base,1,3905280,1765104,3905280
886,imgs/*.png,0.0024787521766663585,zfp,0.001952369209046923,81.59046945550406,35.331251071034295,44.86715784398292,0.4139984552252244,0.0005314350128173828,4.76837158203125e-07,0.019249677658081055,0.019782543182373047,0.015578031539916992,0.035361289978027344,base,1,3905280,1688272,3905280
887,imgs/*.png,0.0024787521766663585,zfp,0.001948813578425556,81.26792555114312,36.077675824811486,45.606280090621645,0.41864900195731725,0.00043392181396484375,4.76837158203125e-07,0.019195079803466797,0.019635438919067383,0.015532970428466797,0.03516888618469238,base,1,3905280,1692112,3905280
888,imgs/*.png,0.0024787521766663585,zfp,0.0015528385374297326,81.58870003497654,38.39108550707124,48.29651222966855,0.43810576697069276,0.0004372596740722656,4.76837158203125e-07,0.019369840621948242,0.019808530807495117,0.015745878219604492,0.035555124282836914,base,1,3905280,1735816,3905280
889,imgs/*.png,0.0024787521766663585,zfp,0.0013144244034895742,81.53739387726458,40.39967394928994,49.94522040301397,0.4487777967342064,0.0005590915679931641,2.384185791015625e-07,0.01923394203186035,0.01979374885559082,0.016010761260986328,0.03580522537231445,base,1,3905280,1781864,3905280
890,imgs/*.png,0.0024787521766663585,zfp,0.0014542629806071255,81.56184674752592,39.85777189519058,49.5331296689539,0.44383844873140543,0.0004425048828125,4.76837158203125e-07,0.019246578216552734,0.019690513610839844,0.015844345092773438,0.035535335540771484,base,1,3905280,1768256,3905280
891,imgs/*.png,0.0024787521766663585,zfp,0.0016744908588913032,81.61274729393476,37.15232063410368,47.12939483894892,0.42978984620965155,0.0005543231964111328,9.5367431640625e-07,0.019344329833984375,0.01990056037902832,0.01568770408630371,0.035588741302490234,base,1,3905280,1720264,3905280
892,imgs/*.png,0.0024787521766663585,zfp,0.0016358103877805934,81.59903966999727,36.935189993760495,46.93848235075252,0.42691943447768765,0.0005171298980712891,4.76837158203125e-07,0.019351720809936523,0.01986980438232422,0.015635251998901367,0.03550553321838379,base,1,3905280,1719048,3905280
893,imgs/*.png,0.0024787521766663585,zfp,0.0016771003106038878,81.58253880164432,36.67804238542666,45.718790807290105,0.42456453129509464,0.00047206878662109375,4.76837158203125e-07,0.019420623779296875,0.019893646240234375,0.015959739685058594,0.03585410118103027,base,1,3905280,1718608,3905280
894,imgs/*.png,0.0024787521766663585,zfp,0.0017117223902033648,81.58881851944948,37.15899785330208,46.93598919715209,0.4270181154215114,0.0005223751068115234,4.76837158203125e-07,0.019314050674438477,0.019837617874145508,0.015705347061157227,0.03554344177246094,base,1,3905280,1726264,3905280
895,imgs/*.png,0.0024787521766663585,zfp,0.0018222197071156277,81.57123878984243,35.74133142474788,44.94045840066581,0.41525935639453326,0.0005362033843994141,4.76837158203125e-07,0.019273996353149414,0.019811153411865234,0.015755891799926758,0.035567522048950195,base,1,3905280,1705144,3905280
896,imgs/*.png,0.0024787521766663585,zfp,0.001923032707279072,81.5351395567057,34.704589786215614,43.99244217116347,0.40657935212134116,0.0005307197570800781,4.76837158203125e-07,0.019272565841674805,0.01980423927307129,0.015623092651367188,0.03542780876159668,base,1,3905280,1690440,3905280
897,imgs/*.png,0.0024787521766663585,zfp,0.0024417886394422707,81.65500302207957,34.17059799081841,43.438218354278376,0.41399223196619195,0.0004305839538574219,2.384185791015625e-07,0.01940751075744629,0.019838809967041016,0.015606164932250977,0.035445451736450195,base,1,3905280,1637480,3905280
898,imgs/*.png,0.0024787521766663585,zfp,0.0025604665126090285,81.22322903482848,33.935047324097184,43.211422361456144,0.4102486659395161,0.00043392181396484375,4.76837158203125e-07,0.019338130950927734,0.019773244857788086,0.015528440475463867,0.03530240058898926,base,1,3905280,1635608,3905280
899,imgs/*.png,0.0024787521766663585,zfp,0.0026627361259793708,81.22310440198211,33.097643528433665,42.2192205613692,0.4056409618492098,0.0004267692565917969,4.76837158203125e-07,0.019474029541015625,0.01990199089050293,0.01560211181640625,0.03550457954406738,base,1,3905280,1623872,3905280
900,imgs/*.png,0.0024787521766663585,zfp,0.002595829858542277,81.66730791136732,33.22530211286237,42.48858346272048,0.406656716491491,0.0004277229309082031,4.76837158203125e-07,0.019432544708251953,0.019861459732055664,0.015531301498413086,0.03539323806762695,base,1,3905280,1622752,3905280
901,imgs/*.png,0.0024787521766663585,zfp,0.002470538879930788,81.65660213629388,33.70096776193666,43.088258875414795,0.41105064394069185,0.0004513263702392578,7.152557373046875e-07,0.019481182098388672,0.019933700561523438,0.015590906143188477,0.03552508354187012,base,1,3905280,1634312,3905280
902,imgs/*.png,0.0024787521766663585,zfp,0.0019432971210208252,81.20276496460761,36.62538394767955,46.46119991927495,0.4291555367548504,0.0004296302795410156,9.5367431640625e-07,0.019290447235107422,0.01972222328186035,0.015547037124633789,0.035269737243652344,base,1,3905280,1683152,3905280
903,imgs/*.png,0.0024787521766663585,zfp,0.002179960914915868,81.261212792426,35.21263349128434,44.94571531776432,0.4211424239356291,0.0004391670227050781,4.76837158203125e-07,0.01940631866455078,0.019846200942993164,0.015548467636108398,0.035395145416259766,base,1,3905280,1659384,3905280
904,imgs/*.png,0.0024787521766663585,zfp,0.002035986355549595,81.32122258494476,36.56625803816121,46.48995849113116,0.42987629253708604,0.00045561790466308594,7.152557373046875e-07,0.019298553466796875,0.019755125045776367,0.015538215637207031,0.0352940559387207,base,1,3905280,1680416,3905280
905,imgs/*.png,0.0024787521766663585,zfp,0.0020874394969153903,81.23588799167928,35.664677613480215,45.185243076735134,0.4195330526415947,0.0004367828369140625,7.152557373046875e-07,0.019342422485351562,0.019780635833740234,0.01561284065246582,0.03539443016052246,base,1,3905280,1681560,3905280
906,imgs/*.png,0.0024787521766663585,zfp,0.002154255766037992,81.20402581644035,35.223722077062895,44.474666943567144,0.4165192025714872,0.0004544258117675781,4.76837158203125e-07,0.01935100555419922,0.019806623458862305,0.015686750411987305,0.03549385070800781,base,1,3905280,1674984,3905280
907,imgs/*.png,0.0024787521766663585,zfp,0.002169957156502885,81.30831647263241,35.06039036117073,44.27258795270035,0.41761893237615555,0.0004553794860839844,4.76837158203125e-07,0.019427776336669922,0.019884347915649414,0.0157468318939209,0.03563189506530762,base,1,3905280,1669352,3905280
908,imgs/*.png,0.0024787521766663585,zfp,0.0022808763644312684,81.27980849187057,34.19530074715317,43.40019917266693,0.409008913155973,0.0004317760467529297,4.76837158203125e-07,0.019352197647094727,0.019785642623901367,0.015589237213134766,0.035375356674194336,base,1,3905280,1654184,3905280
909,imgs/*.png,0.0024787521766663585,zfp,0.002292284621605621,81.23002616744651,33.816196403968355,43.18552371487957,0.406656534000367,0.00043702125549316406,2.384185791015625e-07,0.019484758377075195,0.019922494888305664,0.015600204467773438,0.0355229377746582,base,1,3905280,1656688,3905280
910,imgs/*.png,0.0024787521766663585,zfp,0.002252821031058219,81.20681157395398,34.51851619671497,43.727543929641776,0.4102087372553559,0.00044155120849609375,4.76837158203125e-07,0.019269227981567383,0.019711971282958984,0.015560626983642578,0.035273075103759766,base,1,3905280,1658736,3905280
911,imgs/*.png,0.0024787521766663585,zfp,0.002106789965397958,81.62054317586694,35.09740414871598,44.70057477373688,0.4177192105502327,0.0005331039428710938,7.152557373046875e-07,0.01937079429626465,0.01990509033203125,0.015628814697265625,0.03553485870361328,base,1,3905280,1672456,3905280
912,imgs/*.png,0.0024787521766663585,zfp,0.0021070231132836368,81.2051754494154,35.09880703715858,44.553054682246284,0.4151567677309379,0.00045013427734375,2.384185791015625e-07,0.019311189651489258,0.019762039184570312,0.01556849479675293,0.035331010818481445,base,1,3905280,1670752,3905280
913,imgs/*.png,0.0024787521766663585,zfp,0.0022320595881362396,81.19363867195312,34.2189241625179,43.48424969217362,0.41025405230118434,0.0004277229309082031,9.5367431640625e-07,0.019387483596801758,0.01981663703918457,0.015594244003295898,0.03541159629821777,base,1,3905280,1652888,3905280
914,imgs/*.png,0.0024787521766663585,zfp,0.002248651143046025,81.25927020289049,34.24901721072778,43.45099750703945,0.41051178444637626,0.00045418739318847656,4.76837158203125e-07,0.019289016723632812,0.019744157791137695,0.015562772750854492,0.03530716896057129,base,1,3905280,1647256,3905280
915,imgs/*.png,0.0024787521766663585,zfp,0.0021280700210337036,81.22234574781601,34.816829047146044,44.216174102075016,0.41603915843751055,0.0004363059997558594,7.152557373046875e-07,0.01943659782409668,0.019874095916748047,0.01564931869506836,0.03552389144897461,base,1,3905280,1663192,3905280
916,imgs/*.png,0.0024787521766663585,zfp,0.002173992013535924,81.6602640570202,34.856837502620124,44.60154128022341,0.418376500758227,0.000568389892578125,4.76837158203125e-07,0.01931309700012207,0.0198824405670166,0.015538454055786133,0.03542137145996094,base,1,3905280,1656496,3905280
917,imgs/*.png,0.0024787521766663585,zfp,0.002255363606332593,81.41594000349554,34.849040978355916,44.66787263621709,0.4187827218809165,0.00043010711669921875,4.76837158203125e-07,0.019473552703857422,0.01990485191345215,0.015529394149780273,0.035434722900390625,base,1,3905280,1656384,3905280
918,imgs/*.png,0.0024787521766663585,zfp,0.0023415675271032466,81.61786767859475,35.18651059551699,44.700265607495524,0.4187957521766124,0.0005247592926025391,4.76837158203125e-07,0.01925802230834961,0.019783973693847656,0.015573263168334961,0.03535771369934082,base,1,3905280,1662216,3905280
919,imgs/*.png,0.0024787521766663585,zfp,0.0017039282179173924,81.63835396568962,38.0105937032512,48.36609042249133,0.44030500860657457,0.0005125999450683594,4.76837158203125e-07,0.019352197647094727,0.019865751266479492,0.015612363815307617,0.035478830337524414,base,1,3905280,1714968,3905280
920,imgs/*.png,0.0024787521766663585,zfp,0.0025515265918585974,81.16374082078872,33.35976115705909,42.500763357321816,0.4009767117088623,0.00044345855712890625,7.152557373046875e-07,0.019316434860229492,0.01976156234741211,0.015511274337768555,0.03527331352233887,base,1,3905280,1644088,3905280
921,imgs/*.png,0.0024787521766663585,zfp,0.002526166878540607,81.22230483409339,33.03166748659826,42.118372276243775,0.40104762770226793,0.0004467964172363281,4.76837158203125e-07,0.019325733184814453,0.01977372169494629,0.015507698059082031,0.035282135009765625,base,1,3905280,1628632,3905280
922,imgs/*.png,0.0024787521766663585,zfp,0.0025191000875147244,81.21232041210129,33.208179162828806,42.40323697235087,0.40305743127189925,0.00045752525329589844,7.152557373046875e-07,0.019327163696289062,0.01978611946105957,0.015495538711547852,0.035282135009765625,base,1,3905280,1630192,3905280
923,imgs/*.png,0.0024787521766663585,zfp,0.0017104141208270547,81.63519621972107,38.319545838343544,48.102789572141724,0.4400465291750503,0.00045990943908691406,2.384185791015625e-07,0.019263744354248047,0.019724607467651367,0.015712976455688477,0.03543829917907715,base,1,3905280,1717632,3905280
924,imgs/*.png,0.0024787521766663585,zfp,0.002630715532131322,81.17445022501384,32.80629147355674,42.05863689306301,0.4021589838683428,0.0004296302795410156,4.76837158203125e-07,0.019454479217529297,0.01988530158996582,0.015510797500610352,0.035396575927734375,base,1,3905280,1622152,3905280
925,imgs/*.png,0.0024787521766663585,zfp,0.002618690386240511,81.39995942580401,33.074547284829166,42.4290417410448,0.4048454935199815,0.0004451274871826172,4.76837158203125e-07,0.019447803497314453,0.01989436149597168,0.015508174896240234,0.035402774810791016,base,1,3905280,1625304,3905280
926,imgs/*.png,0.0024787521766663585,zfp,0.002583259795266367,81.25587432658094,33.281501309950805,42.36443545653305,0.40317379995501973,0.00043582916259765625,7.152557373046875e-07,0.01938486099243164,0.019821882247924805,0.015572071075439453,0.03539443016052246,base,1,3905280,1636272,3905280
927,imgs/*.png,0.0024787521766663585,zfp,0.002469502523137631,81.41057133121075,33.93742395537174,42.770677519197555,0.40952067431264116,0.0004334449768066406,4.76837158203125e-07,0.019395828247070312,0.019830703735351562,0.015735149383544922,0.03556632995605469,base,1,3905280,1643392,3905280
928,imgs/*.png,0.0024787521766663585,zfp,0.0022403613258310828,81.61839101726402,35.545401009648785,44.891702795308454,0.4198512645974847,0.00043964385986328125,4.76837158203125e-07,0.019327163696289062,0.01976776123046875,0.015652179718017578,0.03542041778564453,base,1,3905280,1673576,3905280
929,imgs/*.png,0.0024787521766663585,zfp,0.002075588638851867,81.20064051048979,36.38173712594462,45.61397293589841,0.4226059617521216,0.0004315376281738281,7.152557373046875e-07,0.019222736358642578,0.019655466079711914,0.015677213668823242,0.03533291816711426,base,1,3905280,1692120,3905280
930,imgs/*.png,0.0024787521766663585,zfp,0.002015526894341986,81.56829464764625,36.44178243678161,46.27879740781851,0.42695433299913865,0.0005772113800048828,4.76837158203125e-07,0.019333839416503906,0.0199127197265625,0.01568007469177246,0.035593509674072266,base,1,3905280,1699608,3905280
931,imgs/*.png,0.0024787521766663585,zfp,0.001774407566515095,81.4996669163658,38.68140559299973,48.09619430427931,0.4335221569894543,0.00043582916259765625,4.76837158203125e-07,0.019126415252685547,0.01956319808959961,0.015733718872070312,0.035297393798828125,base,1,3905280,1745544,3905280
932,imgs/*.png,0.0024787521766663585,zfp,0.0014589817344263219,81.55319135366646,38.69835447114365,48.50555172465431,0.43542910473211077,0.0004429817199707031,7.152557373046875e-07,0.019351959228515625,0.019796371459960938,0.015793800354003906,0.03559064865112305,base,1,3905280,1759384,3905280
933,imgs/*.png,0.0024787521766663585,zfp,0.002243350657559602,81.52723697338858,34.326857225622966,43.328860800097765,0.39743256712726793,0.0004456043243408203,4.76837158203125e-07,0.01925349235534668,0.019700288772583008,0.015607357025146484,0.0353083610534668,base,1,3905280,1701544,3905280
