,filename,compressor,cBW,dBW,CR,normalize_time,diff_time,comp_time,encoding_time,de_comp_time,total_time,thread,uncompressed_size_bytes,compressed_size_bytes,decompressed_size_bytes,compression_level
0,imgs/*.png,zstd,3.7042356154136122,136.24747913992707,3.915056504209016,0.0374906063079834,1.9073486328125e-06,21.325812101364136,21.363306283950806,0.5808160305023193,21.944124698638916,1,79134720,20212919,79134720,9
1,imgs/*.png,blosclz,146.5093051187559,106.93843043643332,1.4606206889296058,0.0576937198638916,2.1457672119140625e-06,0.4824368953704834,0.5401344299316406,0.7400026321411133,1.2801389694213867,1,79134720,54178830,79134720,9
2,imgs/*.png,lz4,68.97167315828749,129.0615997681274,1.7276216426446687,0.040486812591552734,2.384185791015625e-06,1.1068594455718994,1.1473510265350342,0.6131546497344971,1.7605082988739014,1,79134720,45805585,79134720,9
3,imgs/*.png,lz4hc,9.211598022421049,96.37551953305147,2.3942719529812764,0.0407562255859375,1.9073486328125e-06,8.550010442733765,8.59077000617981,0.8211081027984619,9.411880016326904,1,79134720,33051684,79134720,9
4,imgs/*.png,zlib,22.07579045797703,120.31104471020818,3.36730106131101,0.04053306579589844,1.6689300537109375e-06,3.544146776199341,3.584683418273926,0.6577510833740234,4.242436647415161,1,79134720,23500934,79134720,9
